iter,lowerBound,dualValue
127,1.8484e+06,1.9107e+06
128,1.85127e+06,1.91021e+06
129,1.84336e+06,1.90978e+06
130,1.86107e+06,1.90976e+06
131,1.86119e+06,1.9096e+06
132,1.8618e+06,1.90942e+06
133,1.87017e+06,1.9093e+06
134,1.8644e+06,1.90886e+06
135,1.86797e+06,1.90855e+06
136,1.86621e+06,1.90831e+06
137,1.88136e+06,1.9079e+06
138,1.87907e+06,1.90779e+06
139,1.88264e+06,1.90777e+06
140,1.88276e+06,1.90763e+06
141,1.88155e+06,1.90755e+06
142,1.86356e+06,1.90687e+06
143,1.87706e+06,1.90669e+06
144,1.87834e+06,1.90669e+06
145,1.87455e+06,1.90661e+06
146,1.87665e+06,1.9065e+06
147,1.87304e+06,1.90525e+06
148,1.88109e+06,1.905e+06
149,1.87974e+06,1.905e+06
150,1.88379e+06,1.90481e+06
151,1.88097e+06,1.90385e+06
152,1.8784e+06,1.9034e+06
153,1.8786e+06,1.9034e+06
154,1.88392e+06,1.9034e+06
155,1.88576e+06,1.90336e+06
156,1.88242e+06,1.90336e+06
157,1.88638e+06,1.90336e+06
158,1.88867e+06,1.9032e+06
159,1.88789e+06,1.9032e+06
160,1.88735e+06,1.9032e+06
161,1.89194e+06,1.9032e+06
162,1.88769e+06,1.9032e+06
163,1.88824e+06,1.9032e+06
164,1.89256e+06,1.9032e+06
165,1.88973e+06,1.9032e+06
166,1.89304e+06,1.9032e+06
167,1.89242e+06,1.9032e+06
168,1.89534e+06,1.9032e+06
169,1.89625e+06,1.9032e+06
170,1.8913e+06,1.90318e+06
171,1.89262e+06,1.90318e+06
172,1.893e+06,1.90318e+06
173,1.88825e+06,1.90318e+06
174,1.88158e+06,1.90318e+06
175,1.88555e+06,1.90318e+06
176,1.89212e+06,1.90318e+06
177,1.89637e+06,1.90318e+06
178,1.89748e+06,1.90318e+06
179,1.89634e+06,1.90318e+06
180,1.89785e+06,1.90315e+06
181,1.89889e+06,1.9031e+06
182,1.89875e+06,1.9031e+06
183,1.89904e+06,1.9031e+06
184,1.89954e+06,1.9031e+06
185,1.89934e+06,1.9031e+06
186,1.89942e+06,1.9031e+06
187,1.90146e+06,1.9031e+06
188,1.90154e+06,1.9031e+06
189,1.9024e+06,1.9031e+06
190,1.9024e+06,1.9031e+06
191,1.90238e+06,1.90309e+06
192,1.90266e+06,1.90309e+06
193,1.9027e+06,1.90309e+06
194,1.90272e+06,1.90309e+06
195,1.90304e+06,1.90309e+06
196,1.90307e+06,1.90309e+06
197,1.90307e+06,1.90309e+06
198,1.90308e+06,1.90309e+06
199,1.90308e+06,1.90309e+06
200,1.90308e+06,1.90309e+06
201,1.90309e+06,1.90309e+06
202,1.90309e+06,1.90309e+06
203,1.90309e+06,1.90309e+06
204,1.90309e+06,1.90309e+06
205,1.90309e+06,1.90309e+06
206,1.90309e+06,1.90309e+06
207,1.90309e+06,1.90309e+06
