iter,lowerBound,dualValue
140,192768,193209
141,193066,193183
142,193057,193182
143,193097,193180
144,193146,193179
145,193113,193179
146,193146,193179
147,193143,193176
148,193143,193176
149,193176,193176
150,189859,194280
151,192436,194048
152,193243,193972
153,193450,193948
154,193876,193946
155,193878,193945
156,193864,193940
157,193912,193938
158,193900,193938
159,193929,193937
160,193937,193937
161,190097,195373
162,191986,194869
163,193948,194656
164,194289,194632
165,194105,194602
166,194286,194597
167,194468,194594
168,194589,194589
169,192602,193173
170,193117,193150
171,193121,193148
172,193147,193147
173,191445,194082
174,193397,193879
175,193502,193873
176,193680,193856
177,193751,193848
178,193780,193848
179,193762,193847
180,193808,193846
181,193844,193846
182,193846,193846
183,180214,196538
184,194418,194614
185,194496,194596
186,194562,194595
187,194595,194595
188,187525,197300
189,194018,196708
190,195628,196620
191,195837,196584
192,196269,196568
193,196380,196566
194,196396,196563
195,196409,196561
196,196473,196554
197,196480,196554
198,196508,196554
199,196494,196552
200,196473,196552
201,196502,196549
202,196502,196549
203,196404,196541
204,196539,196539
205,191781,193984
206,192741,193776
207,192797,193761
208,192841,193748
209,193345,193742
210,193662,193725
211,193702,193725
212,193702,193725
213,193722,193725
214,193725,193725
215,175923,200641
216,191231,199458
217,195491,199284
218,194008,198795
219,196173,198519
220,197785,198344
221,197661,198337
222,198143,198328
223,197895,198305
224,198077,198305
225,198144,198291
226,198173,198280
227,198265,198274
228,198274,198274
229,193305,193950
230,193621,193949
231,193877,193887
232,193887,193887
233,193974,194310
234,194100,194292
235,194135,194290
236,194137,194288
237,194247,194287
238,194280,194287
239,194280,194287
240,194287,194287
241,171307,202055
242,196282,199209
243,198331,198968
244,198528,198963
245,198750,198938
246,198854,198926
247,198892,198925
248,198861,198924
249,198918,198918
250,191989,195168
251,192547,195118
252,194404,195107
253,194424,195059
254,194779,195059
255,194349,195009
256,194437,194985
257,194860,194948
258,194948,194948
259,192870,194385
260,193915,194350
261,194350,194350
262,193824,198026
263,197172,197799
264,197674,197776
265,197715,197771
266,197716,197771
267,197746,197770
268,197769,197769
269,194127,194576
270,194554,194572
271,194570,194570
272,176381,200941
273,188460,198728
274,192619,197912
275,194676,197404
276,196442,197262
277,196599,197227
278,196931,197190
279,196911,197188
280,197043,197184
281,197130,197182
282,197096,197179
283,197105,197175
284,197113,197175
285,197112,197174
286,197139,197173
287,197139,197173
288,197173,197173
289,194566,194420
290,195401,194280
291,195689,194245
292,195755,194197
293,195833,194197
294,194521,195409
295,196148,195352
296,196516,195348
297,196591,195348
298,196710,195348
299,193244,196059
300,194070,195610
301,196603,195374
302,197120,195342
303,197078,195340
304,197103,195337
305,197103,195337
306,197130,195337
307,197155,195337
308,197155,195337
309,0,1e+20
310,169524,218247
311,182396,196789
312,190690,196789
313,193200,196769
314,193539,196769
315,196072,196769
316,195371,196663
317,196614,196646
318,196645,196645
319,194256,194533
320,194247,194530
321,194311,194530
322,194403,194529
323,194403,194529
324,194403,194529
325,194403,194529
326,194403,194529
327,194403,194529
328,194529,194529
329,190781,199674
330,195822,198584
331,197683,198406
332,197979,198306
333,198284,198293
334,198282,198293
335,198293,198293
336,192825,195216
337,194448,195092
338,193712,194970
339,194577,194906
340,194742,194902
341,194852,194885
342,194879,194879
343,195647,198442
344,197497,198351
345,198187,198306
346,198136,198305
347,198165,198278
348,198245,198278
349,198258,198276
350,198276,198276
351,194971,195438
352,195327,195411
353,195327,195411
354,195363,195402
355,195402,195402
356,186908,199750
357,191699,198164
358,195424,198067
359,194855,197963
360,197093,197867
361,197632,197842
362,197692,197834
363,197796,197829
364,197791,197826
365,197807,197823
366,197823,197823
367,195117,195150
368,195138,195148
369,195138,195148
370,195147,195147
371,196722,199151
372,197999,199065
373,198664,199065
374,198915,199063
375,198961,199051
376,199034,199048
377,199048,199048
378,193966,194929
379,194837,194922
380,194917,194917
381,0,1e+20
382,0,1e+20
383,190629,198126
384,196777,197697
385,197173,197678
386,197514,197674
387,197515,197660
388,197542,197640
389,197525,197633
390,197590,197631
391,197608,197629
392,197629,197629
393,194790,195233
394,195221,195231
395,195229,195229
396,194562,194834
397,194746,194822
398,194783,194820
399,194819,194819
400,200103,195704
401,200598,195679
402,200588,195678
403,200612,195676
404,200667,195673
405,200695,195672
406,0,1e+20
407,183565,207473
408,191618,200908
409,197939,200267
410,199036,200090
411,199921,200062
412,199964,200052
413,199910,200046
414,200037,200037
415,198191,197438
416,200952,197409
417,201090,197406
418,201100,197405
419,194356,194981
420,194898,194911
421,194906,194909
422,194909,194909
423,0,1e+20
424,0,1e+20
425,187653,200712
426,191984,200591
427,190210,197405
428,194012,195934
429,194215,195934
430,195389,195520
431,195515,195519
432,195513,195519
433,195513,195519
434,195518,195518
435,191224,195381
436,194928,195324
437,195302,195316
438,195316,195316
439,194550,195476
440,195411,195446
441,195444,195444
442,197680,195162
443,202135,195879
444,202797,195810
445,202940,195794
446,203232,195756
447,203224,195751
448,203230,195751
449,203237,195751
450,0,1e+20
451,196692,201864
452,199642,201709
453,197654,199158
454,200501,199154
455,200712,198969
456,200993,198969
457,200964,198968
458,201006,198966
459,201008,198966
460,0,1e+20
461,1,1e+20
462,195104,195291
463,195098,195282
464,195189,195281
465,195222,195277
466,195235,195277
467,195244,195277
468,195251,195276
469,195274,195274
470,194353,195709
471,195566,195607
472,195579,195604
473,195594,195604
474,195604,195604
475,195256,195625
476,195417,195611
477,195564,195597
478,195579,195596
479,195579,195595
480,195595,195595
481,195560,196442
482,196048,196436
483,195924,196424
484,196183,196395
485,196121,196382
486,196266,196375
487,196296,196375
488,196161,196364
489,196324,196359
490,196324,196357
491,196324,196357
492,196323,196356
493,196312,196356
494,196349,196356
495,196349,196355
496,196355,196355
497,1,1e+20
498,195316,195349
499,195304,195348
500,195343,195343
501,197772,195556
502,1,1e+20
503,195242,195503
504,195499,195499
505,195379,195838
506,195776,195822
507,195746,195822
508,195805,195820
509,195820,195820
510,194545,196736
511,195908,196718
512,196540,196682
513,196622,196678
514,196634,196676
515,196620,196674
516,196661,196671
517,196671,196671
518,197823,198006
519,197928,197994
520,197954,197987
521,197987,197987
522,196370,200656
523,199191,200553
524,200241,200478
525,199970,200478
526,200323,200452
527,200307,200434
528,200334,200421
529,200338,200408
530,200408,200408
531,195757,195767
532,195765,195765
533,199451,198603
534,200932,198546
535,200829,198479
536,200884,198464
537,200733,198376
538,201393,198376
539,195909,196544
540,196658,196480
541,196883,196409
542,197811,196395
543,197918,196391
544,197920,196390
545,197933,196390
546,197962,196389
547,196876,195654
548,197108,195648
549,197133,195647
550,197140,195647
551,194592,202409
552,200672,201650
553,201472,200560
554,201542,200556
555,201527,200555
556,201859,200551
557,201865,200551
558,0,1e+20
559,188558,209393
560,189074,199662
561,194748,198671
562,195150,198657
563,195179,197090
564,195470,197089
565,197087,197088
566,197088,197088
567,198737,195726
568,0,1e+20
569,199626,207592
570,192234,202660
571,203709,202098
572,204087,202064
573,204169,202034
574,204134,202027
575,204145,202016
576,204204,201986
577,204213,201986
578,204204,201986
579,204219,201980
580,204205,201977
581,204247,201974
582,204241,201972
583,204245,201970
584,0,1e+20
585,192650,204451
586,192835,201216
587,196489,198788
588,196427,198156
589,197932,197940
590,197940,197940
591,201518,196929
592,201868,196749
593,0,1e+20
594,190565,202376
595,188123,197854
596,194162,196319
597,194941,196319
598,196167,196319
599,196319,196319
600,202043,197220
601,202436,197028
602,202169,197023
603,202501,196985
604,202506,196985
605,202540,196976
606,195601,198470
607,198344,198461
608,198406,198461
609,198370,198453
610,198441,198450
611,198450,198450
612,1,1e+20
613,197858,195772
614,198021,195772
615,198131,195920
616,198136,195920
617,1,1e+20
618,195114,195808
619,195638,195754
620,195635,195753
621,195692,195752
622,195734,195751
623,195750,195750
624,195789,196810
625,196386,196760
626,196497,196727
627,196424,196712
628,196618,196684
629,196637,196684
630,196638,196684
631,196639,196682
632,196665,196675
633,196670,196670
634,195757,197135
635,195428,196632
636,195813,196590
637,196405,196575
638,196481,196569
639,196486,196563
640,196527,196561
641,196536,196561
642,196561,196561
643,196370,198034
644,197665,197927
645,197753,197922
646,197751,197917
647,197788,197915
648,197818,197907
649,197757,197884
650,197825,197884
651,197874,197884
652,197874,197883
653,197874,197883
654,197874,197883
655,197883,197883
656,190041,204086
657,197418,203136
658,198539,203008
659,199972,203008
660,201518,203008
661,201707,203008
662,201639,202955
663,201819,202955
664,202955,202955
665,195186,195751
666,195626,195751
667,195643,195740
668,195660,195740
669,195661,195739
670,195694,195739
671,195737,195739
672,195739,195739
673,196368,197032
674,196571,196884
675,196767,196883
676,196883,196883
677,195158,196307
678,196031,196278
679,196199,196278
680,196199,196278
681,196278,196278
682,197447,195772
683,197533,195758
684,197541,195758
685,0,1e+20
686,197294,198714
687,199394,198482
688,199964,198422
689,200203,198422
690,200232,198422
691,192936,196887
692,197422,196244
693,197820,196218
694,197852,196179
695,197918,196169
696,197951,196167
697,201113,203770
698,203818,203740
699,204996,203598
700,205423,203598
701,205446,203598
702,204108,200538
703,205350,200538
704,206372,200538
705,206432,200538
706,206454,200538
707,206454,200538
708,206454,200538
709,206454,200538
710,206454,200538
711,206454,200538
712,206454,200538
713,206454,200538
714,206454,200538
715,201759,196111
716,202073,196082
717,202083,196080
718,201996,196110
719,198977,196586
720,199709,196586
721,199749,196586
722,199797,196586
723,199798,196586
724,203293,198073
725,205032,197621
726,205435,197621
727,205497,197621
728,206420,197812
729,206329,197692
730,206448,197677
731,206597,197675
732,206661,197675
733,197695,196485
734,198043,196485
735,1,1e+20
736,198018,200405
737,199280,200142
738,199938,200130
739,200108,200125
740,200119,200124
741,200118,200124
742,200124,200124
743,195387,195870
744,195611,195853
745,195764,195839
746,195831,195837
747,195837,195837
748,195736,196064
749,195812,196017
750,195967,196005
751,195938,196004
752,195997,196001
753,196001,196001
754,194991,198032
755,196844,197907
756,197559,197828
757,197489,197816
758,197665,197805
759,197725,197802
760,197745,197799
761,197682,197794
762,197724,197791
763,197739,197790
764,197711,197785
765,197726,197785
766,197759,197785
767,197777,197784
768,197780,197784
769,197784,197784
770,198057,200063
771,198939,200050
772,199948,200021
773,200021,200021
774,1,1e+20
775,198528,196312
776,197174,201429
777,202795,201262
778,202702,201202
779,202739,201179
780,203097,201161
781,203120,201160
782,203135,201160
783,196230,196827
784,196757,196803
785,196757,196801
786,196801,196801
787,201403,196525
788,202280,196455
789,202410,196455
790,201203,196589
791,201368,196589
792,201386,196586
793,0,1e+20
794,0,1e+20
795,1,1e+20
796,200046,199006
797,200555,198997
798,200526,198996
799,200522,198996
800,200553,198996
801,200522,198996
802,200522,198996
803,200780,198996
804,198631,196893
805,198632,196893
806,198676,196893
807,194628,199262
808,198600,199096
809,198459,199080
810,198254,199043
811,198492,199000
812,198881,199000
813,198930,199000
814,198947,199000
815,198940,199000
816,198940,199000
817,198983,198983
818,196439,196862
819,196845,196859
820,196852,196859
821,196852,196859
822,196859,196859
823,198604,197673
824,198885,197516
825,198785,197505
826,199149,197402
827,199720,197402
828,199729,197402
829,0,1e+20
830,0,1e+20
831,193297,213095
832,189457,203632
833,198846,200149
834,200696,200149
835,201494,200149
836,201729,200149
837,201725,200149
838,201731,200148
839,195861,196992
840,196575,196862
841,196806,196849
842,196839,196848
843,196848,196848
844,195881,196850
845,196705,196723
846,196723,196723
847,201654,202793
848,204577,202347
849,203696,202247
850,204837,202170
851,205133,202136
852,205131,202119
853,205105,202118
854,205105,202118
855,205109,202117
856,198166,196329
857,198344,196305
858,198990,196507
859,198595,196506
860,202108,202452
861,203529,201764
862,203929,201764
863,204117,201759
864,204125,201758
865,204125,201758
866,204144,201757
